city,timestamp,aqi,pm25,pm10,co,no2,so2,o3,hour,day,month,weekday
Karachi,2025-09-13 10:00:00,1,5.07,8.8,76.08,0.03,0.12,34.84,10,13,9,5
Karachi,2025-09-13 11:00:00,1,5.25,9.32,76.29,0.04,0.12,34.38,11,13,9,5
Karachi,2025-09-13 12:00:00,1,5.38,9.76,76.5,0.04,0.13,34.17,12,13,9,5
Karachi,2025-09-13 13:00:00,1,5.42,10.03,77.3,0.05,0.13,34.25,13,13,9,5
Karachi,2025-09-13 14:00:00,1,5.37,10.13,77.93,0.06,0.14,34.23,14,13,9,5
Karachi,2025-09-13 15:00:00,1,5.3,10.17,78.56,0.07,0.14,34.22,15,13,9,5
Karachi,2025-09-13 16:00:00,1,5.24,10.16,78.87,0.07,0.14,34.17,16,13,9,5
Karachi,2025-09-13 17:00:00,1,5.24,10.21,79.07,0.07,0.14,33.94,17,13,9,5
Karachi,2025-09-13 18:00:00,1,5.26,10.24,78.92,0.07,0.14,33.71,18,13,9,5
Karachi,2025-09-13 19:00:00,1,5.22,10.13,78.54,0.07,0.15,33.32,19,13,9,5
Karachi,2025-09-13 20:00:00,1,5.1,9.83,78.17,0.07,0.15,33.02,20,13,9,5
Karachi,2025-09-13 21:00:00,1,4.92,9.45,77.76,0.07,0.15,32.93,21,13,9,5
Karachi,2025-09-13 22:00:00,1,4.72,9.06,77.55,0.07,0.15,32.94,22,13,9,5
Karachi,2025-09-13 23:00:00,1,4.57,8.77,77.13,0.07,0.15,32.96,23,13,9,5
Karachi,2025-09-14 00:00:00,1,4.45,8.55,76.62,0.07,0.15,32.96,0,14,9,6
Karachi,2025-09-14 01:00:00,1,4.39,8.48,76.31,0.08,0.18,32.74,1,14,9,6
Karachi,2025-09-14 02:00:00,1,4.31,8.38,76.0,0.08,0.2,32.6,2,14,9,6
Karachi,2025-09-14 03:00:00,1,4.13,8.14,76.0,0.08,0.21,32.76,3,14,9,6
Karachi,2025-09-14 04:00:00,1,3.86,7.73,76.04,0.07,0.22,33.08,4,14,9,6
Karachi,2025-09-14 05:00:00,1,3.57,7.35,76.44,0.06,0.21,33.68,5,14,9,6
Karachi,2025-09-14 06:00:00,1,3.32,7.09,76.9,0.05,0.2,34.31,6,14,9,6
Karachi,2025-09-14 07:00:00,1,3.04,6.49,77.3,0.04,0.15,34.87,7,14,9,6
Karachi,2025-09-14 08:00:00,1,3.05,6.89,77.21,0.03,0.16,34.66,8,14,9,6
Karachi,2025-09-14 09:00:00,1,3.2,7.51,76.85,0.03,0.17,34.22,9,14,9,6
Karachi,2025-09-14 10:00:00,1,3.41,8.2,76.54,0.03,0.19,33.8,10,14,9,6
Karachi,2025-09-14 11:00:00,1,3.65,8.8,75.75,0.03,0.2,33.43,11,14,9,6
Karachi,2025-09-14 12:00:00,1,3.86,9.21,74.99,0.04,0.21,33.12,12,14,9,6
Karachi,2025-09-14 13:00:00,1,3.97,9.39,74.44,0.05,0.22,33.05,13,14,9,6
Karachi,2025-09-14 14:00:00,1,3.9,9.15,74.38,0.06,0.22,33.1,14,14,9,6
Karachi,2025-09-14 15:00:00,1,3.72,8.69,74.8,0.06,0.21,33.2,15,14,9,6
Karachi,2025-09-14 16:00:00,1,3.5,8.26,75.17,0.06,0.21,33.3,16,14,9,6
Karachi,2025-09-14 17:00:00,1,3.37,8.14,75.6,0.06,0.22,33.27,17,14,9,6
Karachi,2025-09-14 18:00:00,1,3.34,8.27,75.56,0.06,0.23,33.23,18,14,9,6
Karachi,2025-09-14 19:00:00,1,3.35,8.48,75.42,0.06,0.24,33.23,19,14,9,6
Karachi,2025-09-14 20:00:00,1,3.45,8.8,75.2,0.07,0.25,33.47,20,14,9,6
Karachi,2025-09-14 21:00:00,1,3.6,9.19,74.99,0.07,0.26,33.85,21,14,9,6
Karachi,2025-09-14 22:00:00,1,3.76,9.32,75.19,0.07,0.27,34.51,22,14,9,6
Karachi,2025-09-14 23:00:00,1,3.84,9.14,75.52,0.07,0.26,35.33,23,14,9,6
Karachi,2025-09-15 00:00:00,1,3.84,8.87,76.16,0.07,0.26,36.24,0,15,9,0
Karachi,2025-09-15 01:00:00,1,3.77,8.67,77.07,0.07,0.25,37.1,1,15,9,0
Karachi,2025-09-15 02:00:00,1,3.75,8.8,77.76,0.07,0.26,37.84,2,15,9,0
Karachi,2025-09-15 03:00:00,1,3.73,8.93,78.22,0.07,0.26,38.31,3,15,9,0
Karachi,2025-09-15 04:00:00,1,3.71,8.94,78.35,0.06,0.26,38.51,4,15,9,0
Karachi,2025-09-15 05:00:00,1,3.71,8.97,78.29,0.05,0.27,38.44,5,15,9,0
Karachi,2025-09-15 06:00:00,1,3.77,9.22,78.09,0.04,0.27,38.14,6,15,9,0
Karachi,2025-09-15 07:00:00,1,3.87,9.67,77.64,0.04,0.28,37.46,7,15,9,0
Karachi,2025-09-15 08:00:00,1,3.99,10.48,76.99,0.03,0.29,36.54,8,15,9,0
Karachi,2025-09-15 09:00:00,1,4.13,11.48,76.19,0.03,0.3,35.57,9,15,9,0
Karachi,2025-09-15 10:00:00,1,4.27,12.26,75.53,0.04,0.31,34.84,10,15,9,0
Karachi,2025-09-15 11:00:00,1,4.39,12.83,74.66,0.04,0.32,34.21,11,15,9,0
Karachi,2025-09-15 12:00:00,1,4.47,13.36,74.1,0.05,0.33,33.81,12,15,9,0
Karachi,2025-09-15 13:00:00,1,4.47,13.8,74.04,0.06,0.33,33.9,13,15,9,0
Karachi,2025-09-15 14:00:00,1,4.39,13.69,74.44,0.06,0.33,34.23,14,15,9,0
Karachi,2025-09-15 15:00:00,1,4.43,13.78,74.76,0.06,0.33,34.56,15,15,9,0
Karachi,2025-09-15 16:00:00,1,4.57,14.33,74.61,0.07,0.34,34.75,16,15,9,0
Karachi,2025-09-15 17:00:00,1,4.78,14.93,74.87,0.07,0.35,35.13,17,15,9,0
Karachi,2025-09-15 18:00:00,1,5.02,15.6,75.12,0.07,0.36,35.63,18,15,9,0
Karachi,2025-09-15 19:00:00,1,5.31,16.38,75.26,0.07,0.37,36.16,19,15,9,0
Karachi,2025-09-15 20:00:00,1,5.6,17.3,75.59,0.07,0.38,36.75,20,15,9,0
Karachi,2025-09-15 21:00:00,1,5.89,18.42,75.73,0.07,0.39,37.22,21,15,9,0
Karachi,2025-09-15 22:00:00,1,6.17,19.69,75.88,0.07,0.41,37.71,22,15,9,0
Karachi,2025-09-15 23:00:00,2,6.36,20.74,75.83,0.07,0.42,37.98,23,15,9,0
Karachi,2025-09-16 00:00:00,2,6.45,21.38,76.19,0.07,0.42,38.32,0,16,9,1
Karachi,2025-09-16 01:00:00,2,6.43,21.7,76.9,0.07,0.43,38.87,1,16,9,1
Karachi,2025-09-16 02:00:00,2,6.32,21.68,78.18,0.07,0.43,39.58,2,16,9,1
Karachi,2025-09-16 03:00:00,2,6.19,21.57,79.47,0.07,0.42,40.37,3,16,9,1
Karachi,2025-09-16 04:00:00,2,6.05,21.48,80.57,0.06,0.41,41.04,4,16,9,1
Karachi,2025-09-16 05:00:00,2,5.97,21.59,81.41,0.05,0.4,41.53,5,16,9,1
Karachi,2025-09-16 06:00:00,2,6.0,21.86,81.47,0.05,0.4,41.5,6,16,9,1
Karachi,2025-09-16 07:00:00,2,6.1,22.05,81.06,0.05,0.39,40.95,7,16,9,1
Karachi,2025-09-16 08:00:00,2,6.21,21.99,80.26,0.05,0.39,40.05,8,16,9,1
Karachi,2025-09-16 09:00:00,2,6.28,21.98,79.41,0.04,0.39,39.01,9,16,9,1
Karachi,2025-09-16 10:00:00,2,6.47,22.94,78.93,0.05,0.39,38.19,10,16,9,1
Karachi,2025-09-16 11:00:00,2,6.87,25.29,78.49,0.05,0.41,37.49,11,16,9,1
Karachi,2025-09-16 12:00:00,2,7.42,28.5,78.46,0.06,0.43,37.33,12,16,9,1
Karachi,2025-09-16 13:00:00,2,8.08,32.16,78.86,0.07,0.45,37.66,13,16,9,1
Karachi,2025-09-16 14:00:00,2,8.87,36.38,78.93,0.08,0.48,38.19,14,16,9,1
Karachi,2025-09-16 15:00:00,2,9.57,39.86,78.74,0.09,0.5,38.84,15,16,9,1
Karachi,2025-09-16 16:00:00,2,9.77,41.12,78.57,0.09,0.51,39.58,16,16,9,1
Karachi,2025-09-16 17:00:00,2,9.49,40.27,79.33,0.09,0.5,40.58,17,16,9,1
Karachi,2025-09-16 18:00:00,2,9.0,38.92,80.43,0.09,0.49,41.77,18,16,9,1
Karachi,2025-09-16 19:00:00,2,8.54,37.24,81.23,0.08,0.48,42.79,19,16,9,1
Karachi,2025-09-16 20:00:00,2,8.33,35.15,81.53,0.08,0.47,43.33,20,16,9,1
Karachi,2025-09-16 21:00:00,2,8.28,32.88,81.36,0.08,0.46,43.54,21,16,9,1
Karachi,2025-09-16 22:00:00,2,8.5,33.07,80.9,0.09,0.47,43.57,22,16,9,1
Karachi,2025-09-16 23:00:00,2,9.01,35.49,80.28,0.09,0.5,43.6,23,16,9,1
Karachi,2025-09-17 00:00:00,2,9.64,38.77,79.68,0.09,0.52,43.76,0,17,9,2
Karachi,2025-09-17 01:00:00,2,10.2,40.95,79.39,0.09,0.53,44.18,1,17,9,2
Karachi,2025-09-17 02:00:00,2,10.45,41.46,80.1,0.09,0.51,45.15,2,17,9,2
Karachi,2025-09-17 03:00:00,2,10.55,41.69,80.9,0.1,0.49,46.21,3,17,9,2
Karachi,2025-09-17 04:00:00,2,10.56,41.86,81.62,0.09,0.46,46.94,4,17,9,2
Karachi,2025-09-17 05:00:00,2,10.59,42.35,82.2,0.08,0.45,47.37,5,17,9,2
Karachi,2025-09-17 06:00:00,2,10.59,43.01,82.93,0.07,0.43,47.52,6,17,9,2
Karachi,2025-09-17 07:00:00,2,10.52,43.66,83.6,0.06,0.41,47.4,7,17,9,2
Karachi,2025-09-17 08:00:00,2,10.39,43.92,84.15,0.06,0.39,46.91,8,17,9,2
Karachi,2025-09-17 09:00:00,2,10.22,44.15,84.61,0.06,0.38,46.31,9,17,9,2
Karachi,2025-09-17 10:00:00,2,10.07,45.22,85.19,0.06,0.37,45.83,10,17,9,2
Karachi,2025-09-17 11:00:00,2,9.7,44.92,85.66,0.06,0.37,45.26,11,17,9,2
Karachi,2025-09-17 12:00:00,2,9.32,43.56,85.82,0.07,0.36,44.64,12,17,9,2
Karachi,2025-09-17 13:00:00,2,8.93,41.59,85.98,0.08,0.37,44.1,13,17,9,2
Karachi,2025-09-17 14:00:00,2,8.55,39.22,85.99,0.09,0.37,43.3,14,17,9,2
Karachi,2025-09-17 15:00:00,2,8.18,36.67,85.79,0.1,0.38,42.43,15,17,9,2
Karachi,2025-09-17 16:00:00,2,7.84,34.29,85.53,0.1,0.38,41.67,16,17,9,2
Karachi,2025-09-17 17:00:00,2,7.57,32.72,85.56,0.1,0.38,41.28,17,17,9,2
Karachi,2025-09-17 18:00:00,2,7.31,31.38,85.63,0.09,0.38,41.25,18,17,9,2
Karachi,2025-09-17 19:00:00,2,7.0,29.06,85.76,0.09,0.38,41.34,19,17,9,2
Karachi,2025-09-17 20:00:00,2,6.76,27.03,85.84,0.09,0.37,41.61,20,17,9,2
Karachi,2025-09-17 21:00:00,2,6.7,27.0,85.81,0.09,0.37,41.69,21,17,9,2
Karachi,2025-09-17 22:00:00,2,6.83,28.1,85.55,0.08,0.39,41.43,22,17,9,2
Karachi,2025-09-17 23:00:00,2,7.13,29.74,85.14,0.09,0.4,41.01,23,17,9,2
Karachi,2025-09-18 00:00:00,2,7.35,30.88,84.73,0.09,0.39,40.73,0,18,9,3
Karachi,2025-09-18 01:00:00,2,7.35,30.39,84.69,0.08,0.38,40.7,1,18,9,3
Karachi,2025-09-18 02:00:00,2,7.14,28.42,84.82,0.08,0.36,41.0,2,18,9,3
Karachi,2025-09-18 03:00:00,2,6.93,26.38,85.1,0.09,0.34,41.39,3,18,9,3
Karachi,2025-09-18 04:00:00,2,6.73,25.16,85.18,0.08,0.32,41.68,4,18,9,3
Karachi,2025-09-18 05:00:00,2,6.68,25.19,85.17,0.07,0.31,41.81,5,18,9,3
Karachi,2025-09-18 06:00:00,2,6.71,25.92,85.07,0.06,0.3,41.81,6,18,9,3
Karachi,2025-09-18 07:00:00,2,6.74,26.82,84.91,0.05,0.3,41.59,7,18,9,3
Karachi,2025-09-18 08:00:00,2,6.78,27.61,84.56,0.04,0.29,41.02,8,18,9,3
Karachi,2025-09-18 09:00:00,2,6.8,28.16,84.15,0.04,0.29,40.48,9,18,9,3
Karachi,2025-09-18 10:00:00,2,6.84,28.63,84.12,0.04,0.3,40.2,10,18,9,3
Karachi,2025-09-18 11:00:00,2,6.85,28.76,83.93,0.05,0.29,39.88,11,18,9,3
Karachi,2025-09-18 12:00:00,2,6.83,28.63,83.76,0.05,0.29,39.63,12,18,9,3
Karachi,2025-09-18 13:00:00,2,6.86,28.47,83.62,0.06,0.29,39.46,13,18,9,3
Karachi,2025-09-18 14:00:00,2,6.88,28.31,83.3,0.08,0.3,39.18,14,18,9,3
Karachi,2025-09-18 15:00:00,2,6.91,28.14,83.03,0.08,0.3,38.92,15,18,9,3
Karachi,2025-09-18 16:00:00,2,6.81,27.5,82.79,0.08,0.3,38.91,16,18,9,3
Karachi,2025-09-18 17:00:00,2,6.7,27.04,82.98,0.08,0.3,39.27,17,18,9,3
Karachi,2025-09-18 18:00:00,2,6.65,27.11,83.03,0.08,0.3,39.62,18,18,9,3
Karachi,2025-09-18 19:00:00,2,6.64,27.16,82.86,0.07,0.3,39.93,19,18,9,3
Karachi,2025-09-18 20:00:00,2,6.61,27.08,82.94,0.07,0.29,40.4,20,18,9,3
Karachi,2025-09-18 21:00:00,2,6.57,27.15,83.07,0.07,0.28,40.91,21,18,9,3
Karachi,2025-09-18 22:00:00,2,6.52,27.5,83.17,0.07,0.27,41.61,22,18,9,3
Karachi,2025-09-18 23:00:00,2,6.45,27.59,83.45,0.07,0.26,42.28,23,18,9,3
Karachi,2025-09-19 00:00:00,2,6.36,27.3,83.5,0.06,0.25,42.62,0,19,9,4
Karachi,2025-09-19 01:00:00,2,6.27,26.88,83.59,0.06,0.25,42.8,1,19,9,4
Karachi,2025-09-19 02:00:00,2,6.21,26.63,83.49,0.07,0.25,42.75,2,19,9,4
Karachi,2025-09-19 03:00:00,2,6.11,26.12,83.45,0.07,0.25,42.78,3,19,9,4
Karachi,2025-09-19 04:00:00,2,5.95,25.23,83.18,0.06,0.24,42.83,4,19,9,4
Karachi,2025-09-19 05:00:00,2,5.8,24.32,83.1,0.05,0.24,42.89,5,19,9,4
Karachi,2025-09-19 06:00:00,2,5.71,23.56,82.95,0.04,0.23,42.77,6,19,9,4
Karachi,2025-09-19 07:00:00,2,5.65,22.92,82.65,0.04,0.23,42.4,7,19,9,4
Karachi,2025-09-19 08:00:00,2,5.65,22.53,82.4,0.03,0.23,41.79,8,19,9,4
Karachi,2025-09-19 09:00:00,2,5.71,22.5,81.97,0.03,0.24,41.2,9,19,9,4
Karachi,2025-09-19 10:00:00,2,5.82,22.84,81.91,0.04,0.25,40.92,10,19,9,4
Karachi,2025-09-19 11:00:00,2,5.91,23.2,81.78,0.04,0.25,40.82,11,19,9,4
Karachi,2025-09-19 12:00:00,2,5.97,23.56,81.56,0.05,0.26,40.99,12,19,9,4
Karachi,2025-09-19 13:00:00,2,6.02,23.87,81.5,0.06,0.26,41.41,13,19,9,4
Karachi,2025-09-19 14:00:00,2,6.06,24.1,81.52,0.07,0.26,41.8,14,19,9,4
Karachi,2025-09-19 15:00:00,2,6.09,24.2,81.56,0.07,0.26,42.21,15,19,9,4
Karachi,2025-09-19 16:00:00,2,6.08,23.94,81.41,0.07,0.25,42.56,16,19,9,4
Karachi,2025-09-19 17:00:00,2,6.05,23.51,81.44,0.07,0.25,42.94,17,19,9,4
Karachi,2025-09-19 18:00:00,2,6.05,23.22,81.44,0.07,0.24,43.12,18,19,9,4
Karachi,2025-09-19 19:00:00,2,6.09,23.12,81.06,0.06,0.24,42.85,19,19,9,4
Karachi,2025-09-19 20:00:00,2,6.06,22.74,80.65,0.07,0.24,42.39,20,19,9,4
Karachi,2025-09-19 21:00:00,2,5.9,21.81,80.2,0.06,0.24,41.85,21,19,9,4
Karachi,2025-09-19 22:00:00,2,5.61,20.37,80.04,0.06,0.23,41.51,22,19,9,4
Karachi,2025-09-19 23:00:00,1,5.24,18.75,80.19,0.06,0.23,41.74,23,19,9,4
Karachi,2025-09-20 00:00:00,1,4.85,17.14,80.49,0.06,0.22,42.58,0,20,9,5
Karachi,2025-09-20 01:00:00,1,4.49,15.67,81.12,0.06,0.21,43.69,1,20,9,5
Karachi,2025-09-20 02:00:00,1,4.2,14.48,81.46,0.06,0.2,44.72,2,20,9,5
Karachi,2025-09-20 03:00:00,1,3.99,13.6,81.71,0.06,0.19,45.55,3,20,9,5
Karachi,2025-09-20 04:00:00,1,3.83,12.9,81.83,0.05,0.18,46.02,4,20,9,5
Karachi,2025-09-20 05:00:00,1,3.74,12.51,81.63,0.05,0.18,46.06,5,20,9,5
Karachi,2025-09-20 06:00:00,1,3.72,12.44,81.44,0.04,0.18,45.57,6,20,9,5
Karachi,2025-09-20 07:00:00,1,3.73,12.51,81.03,0.03,0.19,44.62,7,20,9,5
Karachi,2025-09-20 08:00:00,1,3.72,12.6,80.71,0.03,0.19,43.49,8,20,9,5
Karachi,2025-09-20 09:00:00,1,3.69,12.65,80.36,0.03,0.19,42.39,9,20,9,5
Karachi,2025-09-20 10:00:00,1,3.67,12.77,80.53,0.04,0.2,41.6,10,20,9,5
Karachi,2025-09-20 11:00:00,1,3.6,12.76,80.66,0.04,0.2,40.98,11,20,9,5
Karachi,2025-09-20 12:00:00,1,3.53,12.66,80.94,0.05,0.2,40.65,12,20,9,5
Karachi,2025-09-20 13:00:00,1,3.47,12.54,81.35,0.06,0.21,40.75,13,20,9,5
Karachi,2025-09-20 14:00:00,1,3.42,12.41,81.98,0.07,0.21,41.1,14,20,9,5
Karachi,2025-09-20 15:00:00,1,3.4,12.36,82.44,0.07,0.21,41.52,15,20,9,5
Karachi,2025-09-20 16:00:00,1,3.38,12.31,82.6,0.07,0.2,41.99,16,20,9,5
Karachi,2025-09-20 17:00:00,1,3.41,12.41,82.84,0.07,0.2,42.31,17,20,9,5
Karachi,2025-09-20 18:00:00,1,3.51,12.78,82.62,0.06,0.21,42.22,18,20,9,5
Karachi,2025-09-20 19:00:00,1,3.63,13.24,82.03,0.06,0.21,41.71,19,20,9,5
Karachi,2025-09-20 20:00:00,1,3.76,13.7,81.53,0.06,0.22,41.22,20,20,9,5
Karachi,2025-09-20 21:00:00,1,3.83,13.96,81.26,0.06,0.22,41.04,21,20,9,5
Karachi,2025-09-20 22:00:00,1,3.84,13.96,81.04,0.06,0.22,41.21,22,20,9,5
Karachi,2025-09-20 23:00:00,1,3.77,13.63,81.34,0.06,0.21,41.85,23,20,9,5
Karachi,2025-09-21 00:00:00,1,3.67,13.23,81.65,0.06,0.21,42.49,0,21,9,6
Karachi,2025-09-21 01:00:00,1,3.59,12.62,81.87,0.06,0.2,42.78,1,21,9,6
Karachi,2025-09-21 02:00:00,1,3.51,11.89,81.87,0.06,0.2,42.97,2,21,9,6
Karachi,2025-09-21 03:00:00,1,3.43,11.13,81.84,0.07,0.19,43.0,3,21,9,6
Karachi,2025-09-21 04:00:00,1,3.31,10.63,81.91,0.06,0.17,43.15,4,21,9,6
Karachi,2025-09-21 05:00:00,1,3.28,10.64,81.51,0.05,0.17,42.68,5,21,9,6
Karachi,2025-09-21 06:00:00,1,3.28,10.76,80.71,0.05,0.18,41.74,6,21,9,6
Karachi,2025-09-21 07:00:00,1,3.25,10.76,80.12,0.04,0.19,40.78,7,21,9,6
Karachi,2025-09-21 08:00:00,1,3.12,10.44,79.76,0.04,0.19,40.07,8,21,9,6
Karachi,2025-09-21 09:00:00,1,2.95,9.96,79.6,0.04,0.19,39.58,9,21,9,6
Karachi,2025-09-21 10:00:00,1,2.72,9.21,80.13,0.04,0.19,39.61,10,21,9,6
Karachi,2025-09-21 11:00:00,1,2.51,8.47,80.72,0.04,0.19,40.01,11,21,9,6
Karachi,2025-09-21 12:00:00,1,2.39,8.07,81.23,0.04,0.2,40.33,12,21,9,6
Karachi,2025-09-21 13:00:00,1,2.33,7.95,81.9,0.05,0.21,40.66,13,21,9,6
Karachi,2025-09-21 14:00:00,1,2.29,7.94,82.31,0.06,0.21,40.73,14,21,9,6
Karachi,2025-09-21 15:00:00,1,2.26,7.88,82.84,0.06,0.22,40.8,15,21,9,6
Karachi,2025-09-21 16:00:00,1,2.23,7.75,83.07,0.06,0.22,40.91,16,21,9,6
Karachi,2025-09-21 17:00:00,1,2.22,7.64,83.37,0.06,0.22,41.09,17,21,9,6
Karachi,2025-09-21 18:00:00,1,2.25,7.61,83.34,0.07,0.22,41.02,18,21,9,6
Karachi,2025-09-21 19:00:00,1,2.3,7.56,82.92,0.07,0.22,40.65,19,21,9,6
Karachi,2025-09-21 20:00:00,1,2.35,7.47,82.53,0.07,0.21,40.35,20,21,9,6
Karachi,2025-09-21 21:00:00,1,2.38,7.33,82.52,0.07,0.21,40.26,21,21,9,6
Karachi,2025-09-21 22:00:00,1,2.38,7.07,82.65,0.07,0.2,40.45,22,21,9,6
Karachi,2025-09-21 23:00:00,1,2.38,6.85,83.07,0.06,0.2,40.89,23,21,9,6
Karachi,2025-09-22 00:00:00,1,2.37,6.71,83.73,0.06,0.2,41.53,0,22,9,0
Karachi,2025-09-22 01:00:00,1,2.39,6.82,84.62,0.06,0.21,42.27,1,22,9,0
Karachi,2025-09-22 02:00:00,1,2.45,7.2,85.33,0.07,0.23,43.08,2,22,9,0
Karachi,2025-09-22 03:00:00,1,2.49,7.47,86.19,0.07,0.25,44.08,3,22,9,0
Karachi,2025-09-22 04:00:00,1,2.49,7.36,86.64,0.06,0.25,44.92,4,22,9,0
Karachi,2025-09-22 05:00:00,1,2.41,6.97,86.93,0.05,0.24,45.73,5,22,9,0
Karachi,2025-09-22 06:00:00,1,2.3,6.56,86.81,0.05,0.21,45.98,6,22,9,0
Karachi,2025-09-22 07:00:00,1,2.2,6.18,86.38,0.04,0.18,45.52,7,22,9,0
Karachi,2025-09-22 08:00:00,1,2.22,6.3,85.45,0.04,0.18,44.01,8,22,9,0
Karachi,2025-09-22 09:00:00,1,2.27,6.51,84.55,0.04,0.19,42.15,9,22,9,0
Karachi,2025-09-22 10:00:00,1,2.33,6.82,83.87,0.04,0.2,40.32,10,22,9,0
Karachi,2025-09-22 11:00:00,1,2.4,7.21,83.19,0.05,0.22,38.64,11,22,9,0
Karachi,2025-09-22 12:00:00,1,2.45,7.55,82.91,0.06,0.23,37.5,12,22,9,0
Karachi,2025-09-22 13:00:00,1,2.46,7.78,83.26,0.07,0.23,37.06,13,22,9,0
Karachi,2025-09-22 14:00:00,1,2.46,8.02,83.91,0.07,0.24,37.03,14,22,9,0
Karachi,2025-09-22 15:00:00,1,2.42,8.28,84.64,0.07,0.25,37.29,15,22,9,0
Karachi,2025-09-22 16:00:00,1,2.34,8.4,85.27,0.07,0.25,37.84,16,22,9,0
Karachi,2025-09-22 17:00:00,1,2.27,8.39,85.79,0.07,0.25,38.58,17,22,9,0
Karachi,2025-09-22 18:00:00,1,2.26,8.46,85.93,0.07,0.26,39.17,18,22,9,0
Karachi,2025-09-22 19:00:00,1,2.29,8.56,85.5,0.07,0.26,39.21,19,22,9,0
Karachi,2025-09-22 20:00:00,1,2.35,8.69,84.86,0.07,0.26,39.06,20,22,9,0
Karachi,2025-09-22 21:00:00,1,2.44,8.84,84.19,0.07,0.26,38.73,21,22,9,0
Karachi,2025-09-22 22:00:00,1,2.54,9.02,83.76,0.07,0.26,38.61,22,22,9,0
Karachi,2025-09-22 23:00:00,1,2.64,9.21,83.83,0.07,0.26,39.02,23,22,9,0
Karachi,2025-09-23 00:00:00,1,2.74,9.4,84.26,0.06,0.26,39.8,0,23,9,1
Karachi,2025-09-23 01:00:00,1,2.84,9.47,84.96,0.06,0.25,40.78,1,23,9,1
Karachi,2025-09-23 02:00:00,1,2.9,9.33,85.8,0.06,0.25,41.72,2,23,9,1
Karachi,2025-09-23 03:00:00,1,2.92,9.35,86.5,0.07,0.25,42.31,3,23,9,1
Karachi,2025-09-23 04:00:00,1,2.91,9.37,86.86,0.06,0.25,42.47,4,23,9,1
Karachi,2025-09-23 05:00:00,1,2.9,9.42,87.13,0.05,0.25,42.27,5,23,9,1
Karachi,2025-09-23 06:00:00,1,2.9,9.49,87.31,0.05,0.26,41.63,6,23,9,1
Karachi,2025-09-23 07:00:00,1,2.87,9.39,87.29,0.04,0.26,40.71,7,23,9,1
Karachi,2025-09-23 08:00:00,1,2.8,9.1,87.1,0.04,0.26,39.84,8,23,9,1
Karachi,2025-09-23 09:00:00,1,2.7,8.76,86.84,0.04,0.26,39.32,9,23,9,1
Karachi,2025-09-23 10:00:00,1,2.63,8.6,87.05,0.04,0.26,39.45,10,23,9,1
Karachi,2025-09-23 11:00:00,1,2.63,8.71,87.06,0.04,0.26,39.88,11,23,9,1
Karachi,2025-09-23 12:00:00,1,2.68,9.04,87.01,0.05,0.26,40.5,12,23,9,1
Karachi,2025-09-23 13:00:00,1,2.79,9.45,87.12,0.06,0.27,41.08,13,23,9,1
Karachi,2025-09-23 14:00:00,1,2.93,9.99,87.0,0.07,0.28,41.31,14,23,9,1
Karachi,2025-09-23 15:00:00,1,3.1,10.7,86.69,0.07,0.29,41.05,15,23,9,1
Karachi,2025-09-23 16:00:00,1,3.27,11.33,86.02,0.07,0.3,40.53,16,23,9,1
Karachi,2025-09-23 17:00:00,1,3.44,11.94,85.53,0.07,0.31,40.09,17,23,9,1
Karachi,2025-09-23 18:00:00,1,3.63,12.61,85.01,0.07,0.32,39.62,18,23,9,1
Karachi,2025-09-23 19:00:00,1,3.8,13.15,84.2,0.07,0.32,39.29,19,23,9,1
Karachi,2025-09-23 20:00:00,1,3.93,13.61,83.57,0.06,0.33,39.16,20,23,9,1
Karachi,2025-09-23 21:00:00,1,4.03,13.99,82.97,0.06,0.33,39.13,21,23,9,1
Karachi,2025-09-23 22:00:00,1,4.12,14.44,82.81,0.06,0.33,39.25,22,23,9,1
Karachi,2025-09-23 23:00:00,1,4.21,14.92,82.72,0.06,0.33,39.5,23,23,9,1
Karachi,2025-09-24 00:00:00,1,4.28,15.38,82.8,0.06,0.33,39.86,0,24,9,2
Karachi,2025-09-24 01:00:00,1,4.34,15.52,82.98,0.06,0.33,40.17,1,24,9,2
Karachi,2025-09-24 02:00:00,1,4.37,15.3,83.2,0.06,0.32,40.4,2,24,9,2
Karachi,2025-09-24 03:00:00,1,4.35,14.99,83.3,0.06,0.31,40.64,3,24,9,2
Karachi,2025-09-24 04:00:00,1,4.31,15.02,83.53,0.06,0.29,40.76,4,24,9,2
Karachi,2025-09-24 05:00:00,1,4.28,15.25,83.59,0.05,0.28,40.73,5,24,9,2
Karachi,2025-09-24 06:00:00,1,4.27,15.39,83.74,0.05,0.28,40.56,6,24,9,2
Karachi,2025-09-24 07:00:00,1,4.26,15.4,83.95,0.05,0.27,40.31,7,24,9,2
Karachi,2025-09-24 08:00:00,1,4.27,15.38,83.93,0.05,0.28,39.83,8,24,9,2
Karachi,2025-09-24 09:00:00,1,4.28,15.32,83.88,0.04,0.28,39.35,9,24,9,2
Karachi,2025-09-24 10:00:00,1,4.34,15.45,84.29,0.05,0.28,39.16,10,24,9,2
Karachi,2025-09-24 11:00:00,1,4.4,15.61,84.47,0.05,0.29,39.05,11,24,9,2
Karachi,2025-09-24 12:00:00,1,4.46,15.76,84.74,0.05,0.29,39.0,12,24,9,2
Karachi,2025-09-24 13:00:00,1,4.52,15.79,85.26,0.06,0.3,39.18,13,24,9,2
