city,timestamp,aqi,pm25,pm10,co,no2,so2,o3,hour,day,month,weekday
Karachi,2025-08-14 14:00:00,3,19.52,85.78,77.51,0.13,0.33,41.41,14,14,8,3
Karachi,2025-08-14 15:00:00,3,19.29,84.94,77.66,0.13,0.32,41.91,15,14,8,3
Karachi,2025-08-14 16:00:00,3,18.91,83.42,78.04,0.13,0.3,42.54,16,14,8,3
Karachi,2025-08-14 17:00:00,3,18.55,81.76,78.69,0.12,0.3,43.03,17,14,8,3
Karachi,2025-08-14 18:00:00,3,18.26,80.34,79.32,0.12,0.29,43.42,18,14,8,3
Karachi,2025-08-14 19:00:00,3,17.95,78.72,79.83,0.11,0.28,43.69,19,14,8,3
Karachi,2025-08-14 20:00:00,3,17.68,77.36,80.27,0.11,0.27,44.0,20,14,8,3
Karachi,2025-08-14 21:00:00,3,17.49,76.36,80.65,0.11,0.26,44.16,21,14,8,3
Karachi,2025-08-14 22:00:00,3,17.37,75.59,80.84,0.1,0.25,44.22,22,14,8,3
Karachi,2025-08-14 23:00:00,3,17.17,72.95,81.04,0.1,0.24,44.2,23,14,8,3
Karachi,2025-08-15 00:00:00,3,16.92,69.9,81.21,0.1,0.23,44.16,0,15,8,4
Karachi,2025-08-15 01:00:00,3,16.6,66.44,81.3,0.1,0.21,44.01,1,15,8,4
Karachi,2025-08-15 02:00:00,3,16.28,62.57,81.39,0.1,0.2,43.99,2,15,8,4
Karachi,2025-08-15 03:00:00,3,15.87,58.47,81.5,0.11,0.19,43.97,3,15,8,4
Karachi,2025-08-15 04:00:00,3,15.47,55.8,81.43,0.09,0.17,43.84,4,15,8,4
Karachi,2025-08-15 05:00:00,3,15.21,54.51,81.41,0.08,0.17,43.7,5,15,8,4
Karachi,2025-08-15 06:00:00,3,15.07,53.46,81.37,0.06,0.16,43.29,6,15,8,4
Karachi,2025-08-15 07:00:00,3,15.09,52.69,81.21,0.05,0.15,42.37,7,15,8,4
Karachi,2025-08-15 08:00:00,3,15.32,52.4,81.11,0.05,0.15,41.13,8,15,8,4
Karachi,2025-08-15 09:00:00,3,15.65,52.39,80.85,0.05,0.15,39.96,9,15,8,4
Karachi,2025-08-15 10:00:00,3,16.09,53.08,80.9,0.05,0.15,39.21,10,15,8,4
Karachi,2025-08-15 11:00:00,3,16.6,54.27,80.73,0.05,0.15,38.67,11,15,8,4
Karachi,2025-08-15 12:00:00,3,17.14,55.99,80.36,0.06,0.16,38.42,12,15,8,4
Karachi,2025-08-15 13:00:00,3,17.65,58.14,80.13,0.08,0.16,38.36,13,15,8,4
Karachi,2025-08-15 14:00:00,3,18.02,60.32,79.89,0.1,0.17,38.2,14,15,8,4
Karachi,2025-08-15 15:00:00,3,18.19,62.35,79.53,0.1,0.17,38.08,15,15,8,4
Karachi,2025-08-15 16:00:00,3,18.1,63.52,79.3,0.1,0.17,38.02,16,15,8,4
Karachi,2025-08-15 17:00:00,3,17.65,63.18,79.17,0.1,0.17,38.06,17,15,8,4
Karachi,2025-08-15 18:00:00,3,16.98,61.76,79.13,0.1,0.17,38.18,18,15,8,4
Karachi,2025-08-15 19:00:00,3,16.12,59.22,79.15,0.09,0.16,38.27,19,15,8,4
Karachi,2025-08-15 20:00:00,3,15.36,56.64,79.18,0.09,0.15,38.37,20,15,8,4
Karachi,2025-08-15 21:00:00,3,14.74,54.12,79.27,0.09,0.15,38.5,21,15,8,4
Karachi,2025-08-15 22:00:00,3,14.24,51.69,79.51,0.09,0.15,38.64,22,15,8,4
Karachi,2025-08-15 23:00:00,2,13.92,49.62,79.78,0.09,0.14,38.74,23,15,8,4
Karachi,2025-08-16 00:00:00,2,13.74,47.97,80.03,0.09,0.13,38.83,0,16,8,5
Karachi,2025-08-16 01:00:00,2,13.65,46.75,80.09,0.09,0.13,38.93,1,16,8,5
Karachi,2025-08-16 02:00:00,2,13.59,45.93,80.34,0.09,0.12,38.94,2,16,8,5
Karachi,2025-08-16 03:00:00,2,13.58,45.5,80.5,0.09,0.11,39.03,3,16,8,5
Karachi,2025-08-16 04:00:00,2,13.57,45.08,80.69,0.08,0.11,38.91,4,16,8,5
Karachi,2025-08-16 05:00:00,2,13.56,44.73,80.81,0.07,0.1,38.79,5,16,8,5
Karachi,2025-08-16 06:00:00,2,13.57,44.4,80.95,0.06,0.1,38.57,6,16,8,5
Karachi,2025-08-16 07:00:00,2,13.53,43.82,81.0,0.05,0.1,38.15,7,16,8,5
Karachi,2025-08-16 08:00:00,2,13.49,43.21,81.04,0.04,0.09,37.5,8,16,8,5
Karachi,2025-08-16 09:00:00,2,13.43,42.53,81.05,0.04,0.09,36.87,9,16,8,5
Karachi,2025-08-16 10:00:00,2,13.45,42.09,81.38,0.04,0.09,36.46,10,16,8,5
Karachi,2025-08-16 11:00:00,2,13.54,41.72,81.72,0.05,0.08,36.36,11,16,8,5
Karachi,2025-08-16 12:00:00,2,13.66,41.45,82.14,0.06,0.08,36.65,12,16,8,5
Karachi,2025-08-16 13:00:00,2,13.86,41.26,83.01,0.07,0.08,37.36,13,16,8,5
Karachi,2025-08-16 14:00:00,2,14.03,40.9,84.02,0.07,0.08,38.14,14,16,8,5
Karachi,2025-08-16 15:00:00,2,14.21,40.83,84.96,0.08,0.08,39.08,15,16,8,5
Karachi,2025-08-16 16:00:00,2,14.25,40.51,85.81,0.08,0.08,39.97,16,16,8,5
Karachi,2025-08-16 17:00:00,2,14.28,40.53,86.58,0.08,0.09,40.72,17,16,8,5
Karachi,2025-08-16 18:00:00,2,14.3,40.81,87.29,0.08,0.09,41.35,18,16,8,5
Karachi,2025-08-16 19:00:00,2,14.21,40.87,87.64,0.08,0.1,41.79,19,16,8,5
Karachi,2025-08-16 20:00:00,2,13.93,40.28,87.88,0.08,0.1,41.87,20,16,8,5
Karachi,2025-08-16 21:00:00,2,13.52,39.22,87.64,0.08,0.1,41.76,21,16,8,5
Karachi,2025-08-16 22:00:00,2,13.11,38.16,87.38,0.08,0.1,41.53,22,16,8,5
Karachi,2025-08-16 23:00:00,2,12.74,37.15,87.21,0.08,0.1,41.24,23,16,8,5
Karachi,2025-08-17 00:00:00,2,12.47,36.44,87.04,0.08,0.09,40.99,0,17,8,6
Karachi,2025-08-17 01:00:00,2,12.3,36.03,86.89,0.07,0.09,40.78,1,17,8,6
Karachi,2025-08-17 02:00:00,2,12.32,36.36,86.85,0.08,0.09,40.65,2,17,8,6
Karachi,2025-08-17 03:00:00,2,12.58,37.57,86.81,0.08,0.08,40.56,3,17,8,6
Karachi,2025-08-17 04:00:00,2,12.97,39.03,87.02,0.08,0.08,40.4,4,17,8,6
Karachi,2025-08-17 05:00:00,2,13.35,40.3,87.21,0.06,0.08,40.17,5,17,8,6
Karachi,2025-08-17 06:00:00,2,13.67,41.18,87.26,0.05,0.08,39.81,6,17,8,6
Karachi,2025-08-17 07:00:00,2,13.85,41.6,87.34,0.04,0.08,39.08,7,17,8,6
Karachi,2025-08-17 08:00:00,2,13.93,41.73,87.08,0.04,0.08,38.11,8,17,8,6
Karachi,2025-08-17 09:00:00,2,13.96,41.63,86.85,0.04,0.08,37.18,9,17,8,6
Karachi,2025-08-17 10:00:00,2,13.91,41.3,86.85,0.04,0.07,36.36,10,17,8,6
Karachi,2025-08-17 11:00:00,2,13.74,40.6,86.68,0.04,0.07,35.68,11,17,8,6
Karachi,2025-08-17 12:00:00,2,13.46,39.55,86.52,0.05,0.07,35.38,12,17,8,6
Karachi,2025-08-17 13:00:00,2,13.16,38.4,86.6,0.05,0.06,35.5,13,17,8,6
Karachi,2025-08-17 14:00:00,2,12.85,37.17,86.46,0.07,0.06,35.43,14,17,8,6
Karachi,2025-08-17 15:00:00,2,12.53,36.05,86.32,0.08,0.06,35.25,15,17,8,6
Karachi,2025-08-17 16:00:00,2,12.22,34.83,85.96,0.08,0.06,35.0,16,17,8,6
Karachi,2025-08-17 17:00:00,2,11.91,33.48,85.58,0.08,0.06,34.8,17,17,8,6
Karachi,2025-08-17 18:00:00,2,11.58,31.95,85.43,0.08,0.06,34.5,18,17,8,6
Karachi,2025-08-17 19:00:00,2,11.19,30.17,84.9,0.08,0.06,34.23,19,17,8,6
Karachi,2025-08-17 20:00:00,2,10.89,28.69,84.55,0.08,0.06,33.93,20,17,8,6
Karachi,2025-08-17 21:00:00,2,10.67,27.61,84.17,0.07,0.06,33.71,21,17,8,6
Karachi,2025-08-17 22:00:00,2,10.56,26.32,83.92,0.08,0.07,33.25,22,17,8,6
Karachi,2025-08-17 23:00:00,2,10.56,25.52,83.83,0.08,0.09,32.71,23,17,8,6
Karachi,2025-08-18 00:00:00,2,10.65,25.4,84.0,0.08,0.1,32.37,0,18,8,0
Karachi,2025-08-18 01:00:00,2,10.76,25.37,83.98,0.08,0.11,32.08,1,18,8,0
Karachi,2025-08-18 02:00:00,2,10.91,25.62,84.12,0.08,0.1,31.65,2,18,8,0
Karachi,2025-08-18 03:00:00,2,11.06,26.16,84.32,0.09,0.09,31.46,3,18,8,0
Karachi,2025-08-18 04:00:00,2,10.91,25.99,84.87,0.09,0.08,31.82,4,18,8,0
Karachi,2025-08-18 05:00:00,2,10.84,25.97,85.52,0.09,0.08,31.87,5,18,8,0
Karachi,2025-08-18 06:00:00,2,11.02,26.41,85.9,0.09,0.09,31.94,6,18,8,0
Karachi,2025-08-18 07:00:00,2,11.51,27.89,86.02,0.07,0.09,31.9,7,18,8,0
Karachi,2025-08-18 08:00:00,2,12.03,29.36,85.8,0.06,0.08,31.49,8,18,8,0
Karachi,2025-08-18 09:00:00,2,12.25,29.71,85.44,0.05,0.07,30.92,9,18,8,0
Karachi,2025-08-18 10:00:00,2,12.23,29.15,85.11,0.05,0.07,30.55,10,18,8,0
Karachi,2025-08-18 11:00:00,2,12.15,28.82,84.83,0.06,0.09,30.26,11,18,8,0
Karachi,2025-08-18 12:00:00,2,11.99,28.49,84.58,0.06,0.12,30.14,12,18,8,0
Karachi,2025-08-18 13:00:00,2,11.82,28.14,84.72,0.08,0.14,30.2,13,18,8,0
Karachi,2025-08-18 14:00:00,2,11.67,27.8,84.86,0.08,0.16,30.38,14,18,8,0
Karachi,2025-08-18 15:00:00,2,11.56,27.49,85.07,0.09,0.17,30.69,15,18,8,0
Karachi,2025-08-18 16:00:00,2,11.41,26.01,85.06,0.09,0.18,30.98,16,18,8,0
Karachi,2025-08-18 17:00:00,2,11.61,25.36,85.14,0.09,0.18,31.48,17,18,8,0
Karachi,2025-08-18 18:00:00,2,12.06,25.79,85.05,0.09,0.18,31.93,18,18,8,0
Karachi,2025-08-18 19:00:00,2,12.46,25.86,84.89,0.09,0.18,32.37,19,18,8,0
Karachi,2025-08-18 20:00:00,2,12.94,26.31,84.4,0.1,0.19,32.8,20,18,8,0
Karachi,2025-08-18 21:00:00,2,13.49,27.13,83.73,0.1,0.2,33.4,21,18,8,0
Karachi,2025-08-18 22:00:00,2,13.43,25.14,83.07,0.1,0.23,34.2,22,18,8,0
Karachi,2025-08-18 23:00:00,2,12.92,21.7,82.4,0.11,0.24,35.13,23,18,8,0
Karachi,2025-08-19 00:00:00,2,12.4,19.18,81.81,0.11,0.24,36.13,0,19,8,1
Karachi,2025-08-19 01:00:00,2,11.56,17.18,80.9,0.12,0.23,36.82,1,19,8,1
Karachi,2025-08-19 02:00:00,2,11.0,16.4,80.42,0.12,0.22,37.37,2,19,8,1
Karachi,2025-08-19 03:00:00,2,10.74,16.29,80.08,0.13,0.22,37.74,3,19,8,1
Karachi,2025-08-19 04:00:00,2,10.35,15.62,79.85,0.13,0.21,37.87,4,19,8,1
Karachi,2025-08-19 05:00:00,1,9.63,14.06,79.8,0.12,0.2,37.9,5,19,8,1
Karachi,2025-08-19 06:00:00,1,8.74,12.25,79.95,0.11,0.18,37.72,6,19,8,1
Karachi,2025-08-19 07:00:00,1,8.31,11.34,80.02,0.1,0.16,37.32,7,19,8,1
Karachi,2025-08-19 08:00:00,1,8.37,11.18,80.01,0.1,0.15,36.82,8,19,8,1
Karachi,2025-08-19 09:00:00,1,8.44,11.06,79.91,0.1,0.14,36.4,9,19,8,1
Karachi,2025-08-19 10:00:00,1,8.41,10.88,80.24,0.1,0.14,36.39,10,19,8,1
Karachi,2025-08-19 11:00:00,1,8.29,10.86,80.18,0.11,0.14,36.42,11,19,8,1
Karachi,2025-08-19 12:00:00,1,8.42,11.27,80.07,0.11,0.14,36.62,12,19,8,1
Karachi,2025-08-19 13:00:00,1,8.87,12.19,80.1,0.11,0.14,37.09,13,19,8,1
Karachi,2025-08-19 14:00:00,1,9.62,13.91,79.95,0.11,0.16,37.34,14,19,8,1
Karachi,2025-08-19 15:00:00,2,10.4,15.96,79.61,0.11,0.17,37.64,15,19,8,1
Karachi,2025-08-19 16:00:00,2,11.11,18.9,79.65,0.1,0.2,38.06,16,19,8,1
Karachi,2025-08-19 17:00:00,2,11.76,22.73,79.72,0.1,0.23,38.51,17,19,8,1
Karachi,2025-08-19 18:00:00,2,12.2,26.68,79.8,0.09,0.26,39.02,18,19,8,1
Karachi,2025-08-19 19:00:00,2,12.49,30.48,79.72,0.09,0.28,39.61,19,19,8,1
Karachi,2025-08-19 20:00:00,2,12.75,33.9,79.34,0.09,0.3,40.05,20,19,8,1
Karachi,2025-08-19 21:00:00,2,13.09,36.94,78.84,0.09,0.32,40.41,21,19,8,1
Karachi,2025-08-19 22:00:00,2,12.49,31.69,78.35,0.09,0.32,40.65,22,19,8,1
Karachi,2025-08-19 23:00:00,2,11.91,26.52,78.01,0.09,0.3,40.72,23,19,8,1
Karachi,2025-08-20 00:00:00,2,11.79,25.08,77.99,0.09,0.29,40.59,0,20,8,2
Karachi,2025-08-20 01:00:00,2,11.94,24.59,78.39,0.09,0.28,40.28,1,20,8,2
Karachi,2025-08-20 02:00:00,2,11.93,23.05,78.69,0.09,0.27,39.82,2,20,8,2
Karachi,2025-08-20 03:00:00,2,11.61,20.57,78.99,0.1,0.25,39.21,3,20,8,2
Karachi,2025-08-20 04:00:00,2,10.62,17.11,79.63,0.11,0.24,38.65,4,20,8,2
Karachi,2025-08-20 05:00:00,1,9.44,14.19,80.57,0.12,0.26,38.13,5,20,8,2
Karachi,2025-08-20 06:00:00,1,8.26,11.93,81.84,0.11,0.32,37.75,6,20,8,2
Karachi,2025-08-20 07:00:00,1,7.31,10.76,83.91,0.11,0.34,37.66,7,20,8,2
Karachi,2025-08-20 08:00:00,1,6.75,10.47,86.27,0.11,0.34,37.68,8,20,8,2
Karachi,2025-08-20 09:00:00,1,6.42,10.53,89.37,0.12,0.36,38.0,9,20,8,2
Karachi,2025-08-20 10:00:00,1,6.58,11.16,92.96,0.11,0.36,38.68,10,20,8,2
Karachi,2025-08-20 11:00:00,1,7.12,12.39,95.5,0.13,0.37,39.19,11,20,8,2
Karachi,2025-08-20 12:00:00,1,7.84,14.04,97.36,0.15,0.38,39.7,12,20,8,2
Karachi,2025-08-20 13:00:00,1,8.64,15.42,100.77,0.19,0.43,40.74,13,20,8,2
Karachi,2025-08-20 14:00:00,1,9.24,15.89,104.43,0.25,0.5,41.79,14,20,8,2
Karachi,2025-08-20 15:00:00,1,9.68,15.91,108.69,0.33,0.56,42.77,15,20,8,2
Karachi,2025-08-20 16:00:00,2,10.32,16.43,119.83,0.55,0.76,44.92,16,20,8,2
Karachi,2025-08-20 17:00:00,2,11.08,17.71,131.6,0.78,1.04,46.59,17,20,8,2
Karachi,2025-08-20 18:00:00,2,11.63,19.06,137.31,0.9,1.22,46.89,18,20,8,2
Karachi,2025-08-20 19:00:00,2,11.38,18.42,136.02,0.87,1.37,45.9,19,20,8,2
Karachi,2025-08-20 20:00:00,2,10.62,16.44,132.19,0.77,1.42,44.42,20,20,8,2
Karachi,2025-08-20 21:00:00,1,9.91,14.66,129.88,0.73,1.43,43.41,21,20,8,2
Karachi,2025-08-20 22:00:00,1,9.37,13.61,126.4,0.69,1.28,42.15,22,20,8,2
Karachi,2025-08-20 23:00:00,1,8.93,13.04,121.14,0.64,1.1,40.71,23,20,8,2
Karachi,2025-08-21 00:00:00,1,8.58,12.56,117.72,0.6,1.0,39.84,0,21,8,3
Karachi,2025-08-21 01:00:00,1,8.59,12.45,118.63,0.59,1.04,40.6,1,21,8,3
Karachi,2025-08-21 02:00:00,1,8.48,12.29,117.9,0.54,0.95,40.81,2,21,8,3
Karachi,2025-08-21 03:00:00,1,8.17,11.71,115.29,0.51,0.84,40.71,3,21,8,3
Karachi,2025-08-21 04:00:00,1,7.84,11.08,112.6,0.47,0.74,40.61,4,21,8,3
Karachi,2025-08-21 05:00:00,1,7.41,10.33,108.89,0.38,0.62,40.46,5,21,8,3
Karachi,2025-08-21 06:00:00,1,6.8,9.36,104.02,0.25,0.47,40.51,6,21,8,3
Karachi,2025-08-21 07:00:00,1,6.04,8.16,100.12,0.15,0.31,40.86,7,21,8,3
Karachi,2025-08-21 08:00:00,1,5.14,7.05,96.39,0.11,0.19,40.28,8,21,8,3
Karachi,2025-08-21 09:00:00,1,4.33,6.31,94.02,0.08,0.14,39.46,9,21,8,3
Karachi,2025-08-21 10:00:00,1,3.76,5.82,95.03,0.07,0.13,39.4,10,21,8,3
Karachi,2025-08-21 11:00:00,1,3.47,5.63,97.31,0.07,0.12,39.46,11,21,8,3
Karachi,2025-08-21 12:00:00,1,3.53,5.82,100.85,0.08,0.12,39.98,12,21,8,3
Karachi,2025-08-21 13:00:00,1,3.83,6.29,104.41,0.09,0.13,40.82,13,21,8,3
Karachi,2025-08-21 14:00:00,1,4.29,6.82,107.46,0.11,0.13,41.67,14,21,8,3
Karachi,2025-08-21 15:00:00,1,4.84,7.35,109.43,0.11,0.13,42.39,15,21,8,3
Karachi,2025-08-21 16:00:00,1,5.31,7.74,110.63,0.11,0.12,42.82,16,21,8,3
Karachi,2025-08-21 17:00:00,1,5.74,8.16,111.68,0.11,0.12,43.14,17,21,8,3
Karachi,2025-08-21 18:00:00,1,6.12,8.65,112.55,0.11,0.12,43.41,18,21,8,3
Karachi,2025-08-21 19:00:00,1,6.4,9.38,113.52,0.11,0.13,43.53,19,21,8,3
Karachi,2025-08-21 20:00:00,1,6.6,10.39,115.04,0.12,0.15,43.68,20,21,8,3
Karachi,2025-08-21 21:00:00,1,6.81,11.54,117.13,0.12,0.18,43.74,21,21,8,3
Karachi,2025-08-21 22:00:00,1,6.99,12.24,120.26,0.12,0.19,43.88,22,21,8,3
Karachi,2025-08-21 23:00:00,1,7.11,12.72,123.31,0.12,0.2,43.99,23,21,8,3
Karachi,2025-08-22 00:00:00,1,7.18,13.18,125.96,0.12,0.21,43.94,0,22,8,4
Karachi,2025-08-22 01:00:00,1,7.2,13.43,127.27,0.12,0.21,43.84,1,22,8,4
Karachi,2025-08-22 02:00:00,1,7.19,13.3,127.99,0.12,0.21,43.75,2,22,8,4
Karachi,2025-08-22 03:00:00,1,7.07,12.73,128.27,0.13,0.21,43.77,3,22,8,4
Karachi,2025-08-22 04:00:00,1,6.79,11.53,128.45,0.13,0.19,43.79,4,22,8,4
Karachi,2025-08-22 05:00:00,1,6.55,10.57,128.13,0.13,0.18,43.81,5,22,8,4
Karachi,2025-08-22 06:00:00,1,6.41,9.98,127.82,0.11,0.17,43.86,6,22,8,4
Karachi,2025-08-22 07:00:00,1,6.25,9.52,127.22,0.1,0.16,43.87,7,22,8,4
Karachi,2025-08-22 08:00:00,1,6.14,9.44,127.02,0.1,0.16,44.04,8,22,8,4
Karachi,2025-08-22 09:00:00,1,6.03,9.55,127.16,0.1,0.18,44.41,9,22,8,4
Karachi,2025-08-22 10:00:00,1,6.02,10.12,127.6,0.1,0.19,45.12,10,22,8,4
Karachi,2025-08-22 11:00:00,1,6.11,11.08,127.8,0.11,0.22,46.03,11,22,8,4
Karachi,2025-08-22 12:00:00,1,6.42,12.51,127.7,0.12,0.24,47.17,12,22,8,4
Karachi,2025-08-22 13:00:00,1,7.11,14.73,127.16,0.13,0.26,48.54,13,22,8,4
Karachi,2025-08-22 14:00:00,1,8.18,18.07,125.3,0.14,0.29,49.71,14,22,8,4
Karachi,2025-08-22 15:00:00,2,9.33,21.59,121.52,0.14,0.32,50.35,15,22,8,4
Karachi,2025-08-22 16:00:00,2,10.38,25.84,115.98,0.12,0.34,49.99,16,22,8,4
Karachi,2025-08-22 17:00:00,2,11.22,29.38,110.47,0.11,0.35,49.06,17,22,8,4
Karachi,2025-08-22 18:00:00,2,11.95,31.71,106.49,0.11,0.36,48.03,18,22,8,4
Karachi,2025-08-22 19:00:00,2,12.53,33.44,104.85,0.1,0.36,47.12,19,22,8,4
Karachi,2025-08-22 20:00:00,2,12.85,33.76,104.73,0.11,0.36,46.41,20,22,8,4
Karachi,2025-08-22 21:00:00,2,12.94,32.89,104.29,0.11,0.34,45.43,21,22,8,4
Karachi,2025-08-22 22:00:00,2,12.84,31.6,103.15,0.12,0.34,44.36,22,22,8,4
Karachi,2025-08-22 23:00:00,2,12.95,31.39,100.98,0.12,0.34,43.14,23,22,8,4
Karachi,2025-08-23 00:00:00,2,13.19,32.23,98.18,0.12,0.36,41.98,0,23,8,5
Karachi,2025-08-23 01:00:00,2,13.58,34.07,95.65,0.12,0.37,41.0,1,23,8,5
Karachi,2025-08-23 02:00:00,2,13.83,35.6,93.98,0.12,0.37,40.55,2,23,8,5
Karachi,2025-08-23 03:00:00,2,13.74,36.44,93.84,0.11,0.36,40.84,3,23,8,5
Karachi,2025-08-23 04:00:00,2,13.41,36.86,95.69,0.09,0.35,41.84,4,23,8,5
Karachi,2025-08-23 05:00:00,2,13.16,37.35,98.06,0.07,0.34,42.78,5,23,8,5
Karachi,2025-08-23 06:00:00,2,13.32,38.69,99.68,0.06,0.33,43.18,6,23,8,5
Karachi,2025-08-23 07:00:00,2,13.98,42.18,99.79,0.06,0.34,42.79,7,23,8,5
Karachi,2025-08-23 08:00:00,2,15.08,47.86,97.7,0.05,0.36,41.65,8,23,8,5
Karachi,2025-08-23 09:00:00,3,16.23,54.0,94.43,0.05,0.38,40.2,9,23,8,5
Karachi,2025-08-23 10:00:00,3,17.18,57.61,91.27,0.06,0.4,39.0,10,23,8,5
Karachi,2025-08-23 11:00:00,3,17.73,58.4,89.13,0.06,0.41,38.26,11,23,8,5
Karachi,2025-08-23 12:00:00,3,18.04,59.73,88.86,0.07,0.42,37.85,12,23,8,5
Karachi,2025-08-23 13:00:00,3,18.19,64.5,90.12,0.09,0.44,37.85,13,23,8,5
Karachi,2025-08-23 14:00:00,3,18.09,69.36,92.44,0.1,0.46,37.98,14,23,8,5
Karachi,2025-08-23 15:00:00,3,17.95,71.58,95.37,0.1,0.47,38.14,15,23,8,5
Karachi,2025-08-23 16:00:00,3,17.62,72.85,98.63,0.11,0.47,38.34,16,23,8,5
Karachi,2025-08-23 17:00:00,3,17.24,72.63,101.8,0.11,0.47,38.67,17,23,8,5
Karachi,2025-08-23 18:00:00,3,16.8,70.55,103.55,0.11,0.47,38.89,18,23,8,5
Karachi,2025-08-23 19:00:00,3,16.27,67.57,103.72,0.11,0.46,39.07,19,23,8,5
Karachi,2025-08-23 20:00:00,3,16.0,65.19,102.69,0.12,0.45,39.22,20,23,8,5
Karachi,2025-08-23 21:00:00,3,16.42,66.78,101.3,0.12,0.46,39.4,21,23,8,5
Karachi,2025-08-23 22:00:00,3,17.07,69.66,99.39,0.12,0.46,39.48,22,23,8,5
Karachi,2025-08-23 23:00:00,3,17.66,72.02,97.09,0.12,0.48,39.29,23,23,8,5
Karachi,2025-08-24 00:00:00,3,17.56,68.96,95.46,0.12,0.47,39.36,0,24,8,6
Karachi,2025-08-24 01:00:00,3,17.34,66.61,94.38,0.12,0.47,39.47,1,24,8,6
Karachi,2025-08-24 02:00:00,3,17.24,65.27,93.92,0.12,0.47,39.68,2,24,8,6
Karachi,2025-08-24 03:00:00,3,17.21,64.85,93.83,0.11,0.47,40.08,3,24,8,6
Karachi,2025-08-24 04:00:00,3,17.27,67.57,94.39,0.11,0.47,40.47,4,24,8,6
Karachi,2025-08-24 05:00:00,3,17.58,74.41,95.06,0.09,0.49,40.84,5,24,8,6
Karachi,2025-08-24 06:00:00,3,17.9,81.0,95.58,0.08,0.5,41.1,6,24,8,6
Karachi,2025-08-24 07:00:00,3,17.98,83.78,95.43,0.07,0.51,41.02,7,24,8,6
Karachi,2025-08-24 08:00:00,3,18.01,84.59,94.5,0.06,0.51,40.67,8,24,8,6
Karachi,2025-08-24 09:00:00,3,18.2,85.51,92.67,0.06,0.52,40.14,9,24,8,6
Karachi,2025-08-24 10:00:00,3,18.53,86.74,90.43,0.06,0.53,39.6,10,24,8,6
Karachi,2025-08-24 11:00:00,3,18.9,87.81,88.24,0.06,0.54,39.17,11,24,8,6
Karachi,2025-08-24 12:00:00,3,19.25,88.69,86.6,0.07,0.54,38.92,12,24,8,6
Karachi,2025-08-24 13:00:00,3,19.52,89.34,86.01,0.08,0.55,38.85,13,24,8,6
Karachi,2025-08-24 14:00:00,3,19.67,89.78,85.56,0.1,0.55,38.7,14,24,8,6
Karachi,2025-08-24 15:00:00,3,19.85,91.03,85.37,0.11,0.55,38.49,15,24,8,6
Karachi,2025-08-24 16:00:00,3,20.03,93.05,85.79,0.12,0.56,38.18,16,24,8,6
Karachi,2025-08-24 17:00:00,3,20.21,94.64,87.29,0.12,0.56,38.11,17,24,8,6
Karachi,2025-08-24 18:00:00,3,20.24,95.16,88.9,0.12,0.56,38.09,18,24,8,6
Karachi,2025-08-24 19:00:00,3,19.93,92.17,89.77,0.12,0.55,38.08,19,24,8,6
Karachi,2025-08-24 20:00:00,3,19.55,89.32,89.21,0.12,0.53,38.03,20,24,8,6
Karachi,2025-08-24 21:00:00,3,19.34,87.96,87.74,0.12,0.52,37.94,21,24,8,6
Karachi,2025-08-24 22:00:00,3,19.41,90.07,86.11,0.12,0.51,37.94,22,24,8,6
Karachi,2025-08-24 23:00:00,3,19.61,91.93,84.37,0.12,0.51,37.84,23,24,8,6
Karachi,2025-08-25 00:00:00,3,19.64,92.12,83.25,0.12,0.51,37.89,0,25,8,0
Karachi,2025-08-25 01:00:00,3,19.59,89.59,82.82,0.11,0.51,38.13,1,25,8,0
Karachi,2025-08-25 02:00:00,3,19.58,87.3,82.45,0.12,0.5,38.23,2,25,8,0
Karachi,2025-08-25 03:00:00,3,19.54,86.56,82.39,0.11,0.49,38.37,3,25,8,0
Karachi,2025-08-25 04:00:00,3,19.47,87.52,82.27,0.1,0.49,38.5,4,25,8,0
Karachi,2025-08-25 05:00:00,3,19.37,88.82,81.67,0.09,0.49,38.62,5,25,8,0
Karachi,2025-08-25 06:00:00,3,19.19,88.49,80.75,0.08,0.49,38.4,6,25,8,0
Karachi,2025-08-25 07:00:00,3,18.98,86.59,80.23,0.07,0.48,38.05,7,25,8,0
Karachi,2025-08-25 08:00:00,3,18.83,85.29,79.98,0.07,0.47,37.66,8,25,8,0
Karachi,2025-08-25 09:00:00,3,18.84,85.07,79.64,0.08,0.48,37.16,9,25,8,0
Karachi,2025-08-25 10:00:00,3,19.12,88.71,79.07,0.08,0.49,36.82,10,25,8,0
Karachi,2025-08-25 11:00:00,3,19.48,92.31,78.03,0.08,0.51,36.36,11,25,8,0
Karachi,2025-08-25 12:00:00,3,19.75,91.95,77.15,0.09,0.52,36.0,12,25,8,0
Karachi,2025-08-25 13:00:00,3,20.09,94.05,76.83,0.11,0.53,35.74,13,25,8,0
Karachi,2025-08-25 14:00:00,3,20.36,96.6,76.58,0.12,0.54,35.46,14,25,8,0
Karachi,2025-08-25 15:00:00,3,20.56,97.77,76.42,0.13,0.55,35.21,15,25,8,0
Karachi,2025-08-25 16:00:00,3,20.66,98.0,76.37,0.13,0.55,35.07,16,25,8,0
Karachi,2025-08-25 17:00:00,3,20.78,98.16,76.52,0.13,0.55,34.94,17,25,8,0
